Topic,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,current,next,x,y,dx,dy,left,right,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent,data,level,name,msg,file,function,line,topics
,1622536329.866947,1366.0,1622536329.0,866621971.0,posttest-3,,,1091.0,605.0,-11.0,21.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536329.9263053,1367.0,1622536329.0,925997734.0,posttest-3,,,1084.0,616.0,-7.0,11.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536329.98668,1368.0,1622536329.0,986379146.0,posttest-3,,,1065.0,641.0,-19.0,25.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536330.3832414,1369.0,1622536330.0,382813215.0,posttest-3,,,1063.0,644.0,-2.0,3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4473398,1370.0,1622536335.0,447042703.0,posttest-3,,,1065.0,644.0,2.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.450496,1371.0,1622536335.0,450250387.0,posttest-3,,,1066.0,644.0,1.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4638453,1372.0,1622536335.0,463611841.0,posttest-3,,,1066.0,646.0,0.0,2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.468219,1373.0,1622536335.0,468024492.0,posttest-3,,,1053.0,702.0,-13.0,56.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.472457,1374.0,1622536335.0,472195625.0,posttest-3,,,1036.0,788.0,-17.0,86.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.474104,1375.0,1622536335.0,473910808.0,posttest-3,,,1025.0,838.0,-11.0,50.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4745388,1376.0,1622536335.0,474312543.0,posttest-3,,,1024.0,839.0,-1.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4749122,1377.0,1622536335.0,474698305.0,posttest-3,,,1013.0,808.0,-11.0,-31.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.475211,1378.0,1622536335.0,475090980.0,posttest-3,,,1004.0,786.0,-9.0,-22.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4757357,1379.0,1622536335.0,475480079.0,posttest-3,,,1002.0,779.0,-2.0,-7.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4760787,1380.0,1622536335.0,475922346.0,posttest-3,,,998.0,764.0,-4.0,-15.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4765344,1381.0,1622536335.0,476315021.0,posttest-3,,,998.0,685.0,0.0,-79.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4769456,1382.0,1622536335.0,476732015.0,posttest-3,,,1019.0,624.0,21.0,-61.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.477252,1383.0,1622536335.0,477130174.0,posttest-3,,,1021.0,623.0,2.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4777243,1384.0,1622536335.0,477546453.0,posttest-3,,,1027.0,629.0,6.0,6.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.47809,1385.0,1622536335.0,477941036.0,posttest-3,,,1027.0,641.0,0.0,12.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4785323,1386.0,1622536335.0,478335380.0,posttest-3,,,1027.0,646.0,0.0,5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.4830365,1387.0,1622536335.0,482249736.0,posttest-3,,,1028.0,648.0,1.0,2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5350473,1388.0,1622536335.0,534683227.0,posttest-3,,,1061.0,681.0,0.0,2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5356088,1389.0,1622536335.0,535511493.0,posttest-3,,,1047.0,682.0,-14.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.536225,1390.0,1622536335.0,535994529.0,posttest-3,,,1042.0,683.0,-5.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.536613,1391.0,1622536335.0,536409854.0,posttest-3,,,1032.0,683.0,-10.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.536971,1392.0,1622536335.0,536793231.0,posttest-3,,,1016.0,678.0,-16.0,-5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5372777,1393.0,1622536335.0,537193536.0,posttest-3,,,1000.0,669.0,-16.0,-9.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5376923,1394.0,1622536335.0,537580013.0,posttest-3,,,977.0,646.0,-23.0,-23.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5380552,1395.0,1622536335.0,537937641.0,posttest-3,,,968.0,636.0,-9.0,-10.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5384002,1396.0,1622536335.0,538296222.0,posttest-3,,,960.0,626.0,-8.0,-10.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5389545,1397.0,1622536335.0,538756370.0,posttest-3,,,951.0,616.0,-9.0,-10.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.539259,1398.0,1622536335.0,539141893.0,posttest-3,,,945.0,610.0,-6.0,-6.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.539739,1399.0,1622536335.0,539526462.0,posttest-3,,,939.0,602.0,-6.0,-8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5400252,1400.0,1622536335.0,539881706.0,posttest-3,,,931.0,595.0,-8.0,-7.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5405276,1401.0,1622536335.0,540262460.0,posttest-3,,,925.0,589.0,-6.0,-6.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5407789,1402.0,1622536335.0,540650844.0,posttest-3,,,909.0,581.0,-16.0,-8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.541258,1403.0,1622536335.0,541040658.0,posttest-3,,,888.0,572.0,-21.0,-9.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5415764,1404.0,1622536335.0,541421651.0,posttest-3,,,873.0,566.0,-15.0,-6.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.5419445,1405.0,1622536335.0,541793107.0,posttest-3,,,868.0,563.0,-5.0,-3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.566705,1406.0,1622536335.0,566374540.0,posttest-3,,,865.0,560.0,-3.0,-3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.6318076,1407.0,1622536335.0,631546974.0,posttest-3,,,862.0,557.0,-3.0,-3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536335.7262793,1408.0,1622536335.0,725831747.0,posttest-3,,,862.0,555.0,0.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536340.7706442,1409.0,1622536340.0,770391702.0,posttest-3,,,794.0,905.0,-4.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536340.830594,1410.0,1622536340.0,830302238.0,posttest-3,,,770.0,894.0,-24.0,-11.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536340.8876452,1411.0,1622536340.0,887376546.0,posttest-3,,,743.0,872.0,-27.0,-22.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536340.953751,1412.0,1622536340.0,953428268.0,posttest-3,,,721.0,853.0,-22.0,-19.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536341.01468,1413.0,1622536341.0,14400243.0,posttest-3,,,696.0,833.0,-25.0,-20.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536341.074312,1414.0,1622536341.0,74095964.0,posttest-3,,,673.0,804.0,-23.0,-29.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536341.1351206,1415.0,1622536341.0,134439468.0,posttest-3,,,660.0,791.0,-13.0,-13.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536341.2011526,1416.0,1622536341.0,200568675.0,posttest-3,,,639.0,767.0,-21.0,-24.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536341.257017,1417.0,1622536341.0,256655693.0,posttest-3,,,626.0,749.0,-13.0,-18.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536341.3190248,1418.0,1622536341.0,318703413.0,posttest-3,,,617.0,732.0,-9.0,-17.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536341.5408926,1419.0,1622536341.0,540540695.0,posttest-3,,,618.0,730.0,1.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.1358404,1420.0,1622536353.0,135423183.0,posttest-3,,,659.0,707.0,2.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.188244,1421.0,1622536353.0,187796592.0,posttest-3,,,693.0,653.0,34.0,-54.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.2335951,1422.0,1622536353.0,233307361.0,posttest-3,,,726.0,620.0,33.0,-33.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.2830472,1423.0,1622536353.0,282735824.0,posttest-3,,,728.0,613.0,2.0,-7.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.3705883,1424.0,1622536353.0,370249986.0,posttest-3,,,735.0,595.0,7.0,-18.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.4346783,1425.0,1622536353.0,434192657.0,posttest-3,,,740.0,588.0,5.0,-7.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.4850633,1426.0,1622536353.0,484695911.0,posttest-3,,,748.0,586.0,8.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.5592034,1427.0,1622536353.0,558798789.0,posttest-3,,,757.0,586.0,9.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536353.6147215,1428.0,1622536353.0,614385128.0,posttest-3,,,776.0,591.0,19.0,5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536354.5264688,1429.0,1622536354.0,526109933.0,posttest-3,,,778.0,590.0,2.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536354.5569732,1430.0,1622536354.0,556675434.0,posttest-3,,,792.0,574.0,14.0,-16.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536360.085055,1431.0,1622536360.0,84782838.0,posttest-3,,,427.0,642.0,-3.0,-4.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536360.1301086,1432.0,1622536360.0,129832744.0,posttest-3,,,434.0,596.0,7.0,-46.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536360.2187052,1433.0,1622536360.0,218457460.0,posttest-3,,,446.0,563.0,12.0,-33.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536360.2485583,1434.0,1622536360.0,248271465.0,posttest-3,,,471.0,508.0,25.0,-55.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536360.3527005,1435.0,1622536360.0,352226495.0,posttest-3,,,495.0,465.0,24.0,-43.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536360.3993251,1436.0,1622536360.0,399046182.0,posttest-3,,,503.0,448.0,8.0,-17.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536361.1013052,1437.0,1622536361.0,100980043.0,posttest-3,,,509.0,439.0,6.0,-9.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536361.770576,1438.0,1622536361.0,770302534.0,posttest-3,,,509.0,448.0,0.0,9.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536366.6134048,1439.0,1622536366.0,612784624.0,posttest-3,,,750.0,441.0,1.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.3044908,1440.0,1622536380.0,304217338.0,posttest-4,,,951.0,862.0,1.0,2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.4270046,1441.0,1622536380.0,426502704.0,posttest-4,,,950.0,862.0,-1.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.4955416,1442.0,1622536380.0,495137691.0,posttest-4,,,932.0,832.0,-18.0,-30.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.5490296,1443.0,1622536380.0,548767566.0,posttest-4,,,917.0,811.0,-15.0,-21.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.63506,1444.0,1622536380.0,634674787.0,posttest-4,,,868.0,734.0,-49.0,-77.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.672109,1445.0,1622536380.0,671823024.0,posttest-4,,,848.0,671.0,-20.0,-63.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.734924,1446.0,1622536380.0,734592676.0,posttest-4,,,844.0,633.0,-4.0,-38.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536380.822312,1447.0,1622536380.0,821980237.0,posttest-4,,,844.0,583.0,0.0,-50.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536381.0351603,1448.0,1622536381.0,34864664.0,posttest-4,,,843.0,581.0,-1.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536381.0865831,1449.0,1622536381.0,86217164.0,posttest-4,,,832.0,581.0,-11.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536382.0100164,1450.0,1622536382.0,9739637.0,posttest-4,,,828.0,583.0,-4.0,2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.05808,1451.0,1622536392.0,57724237.0,posttest-4,,,949.0,929.0,0.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.175094,1452.0,1622536392.0,174712181.0,posttest-4,,,947.0,922.0,-2.0,-7.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.2052166,1453.0,1622536392.0,204887866.0,posttest-4,,,953.0,909.0,6.0,-13.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.2722962,1454.0,1622536392.0,271948814.0,posttest-4,,,963.0,893.0,10.0,-16.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.3570654,1455.0,1622536392.0,356499910.0,posttest-4,,,970.0,880.0,7.0,-13.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.4183552,1456.0,1622536392.0,418125867.0,posttest-4,,,983.0,867.0,13.0,-13.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.478537,1457.0,1622536392.0,478230476.0,posttest-4,,,990.0,857.0,7.0,-10.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.5391357,1458.0,1622536392.0,538855314.0,posttest-4,,,997.0,845.0,7.0,-12.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.5927987,1459.0,1622536392.0,592483043.0,posttest-4,,,1002.0,836.0,5.0,-9.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.681647,1460.0,1622536392.0,681220293.0,posttest-4,,,1006.0,828.0,4.0,-8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.7225332,1461.0,1622536392.0,722164154.0,posttest-4,,,1014.0,802.0,8.0,-26.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.782742,1462.0,1622536392.0,782434701.0,posttest-4,,,1022.0,763.0,8.0,-39.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.834623,1463.0,1622536392.0,834396600.0,posttest-4,,,1028.0,745.0,6.0,-18.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.8961344,1464.0,1622536392.0,895778417.0,posttest-4,,,1032.0,731.0,4.0,-14.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536392.9666626,1465.0,1622536392.0,966416835.0,posttest-4,,,1032.0,723.0,0.0,-8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536393.3332262,1466.0,1622536393.0,332980394.0,posttest-4,,,1033.0,722.0,1.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536397.8683171,1467.0,1622536397.0,868017435.0,posttest-4,,,1253.0,536.0,-2.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536397.989978,1468.0,1622536397.0,989632844.0,posttest-4,,,1214.0,576.0,-39.0,40.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536397.992833,1469.0,1622536397.0,992551326.0,posttest-4,,,1189.0,603.0,-25.0,27.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536398.0483928,1470.0,1622536398.0,48160076.0,posttest-4,,,1128.0,656.0,-61.0,53.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536398.1349754,1471.0,1622536398.0,134658813.0,posttest-4,,,1093.0,680.0,-35.0,24.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536398.2010708,1472.0,1622536398.0,200706481.0,posttest-4,,,1087.0,681.0,-6.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536398.3309872,1473.0,1622536398.0,330669641.0,posttest-4,,,1086.0,681.0,-1.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536398.3909051,1474.0,1622536398.0,390625953.0,posttest-4,,,1063.0,688.0,-23.0,7.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536398.4774473,1475.0,1622536398.0,477157115.0,posttest-4,,,1036.0,696.0,-27.0,8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536399.6310446,1476.0,1622536399.0,630513191.0,posttest-4,,,1031.0,696.0,-5.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536399.6926353,1477.0,1622536399.0,692303180.0,posttest-4,,,1030.0,694.0,-1.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.1087315,1478.0,1622536405.0,108310699.0,posttest-4,,,1394.0,817.0,-1.0,8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.185971,1479.0,1622536405.0,185572862.0,posttest-4,,,1336.0,817.0,-58.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.2327237,1480.0,1622536405.0,232270479.0,posttest-4,,,1248.0,813.0,-88.0,-4.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.2686226,1481.0,1622536405.0,268408298.0,posttest-4,,,1235.0,808.0,-13.0,-5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.3528275,1482.0,1622536405.0,352594137.0,posttest-4,,,1209.0,794.0,-26.0,-14.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.414761,1483.0,1622536405.0,414493083.0,posttest-4,,,1181.0,783.0,-28.0,-11.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.489856,1484.0,1622536405.0,489392757.0,posttest-4,,,1160.0,781.0,-21.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.534908,1485.0,1622536405.0,534443616.0,posttest-4,,,1146.0,777.0,-14.0,-4.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.5846932,1486.0,1622536405.0,584372043.0,posttest-4,,,1127.0,765.0,-19.0,-12.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.6665227,1487.0,1622536405.0,666249752.0,posttest-4,,,1117.0,747.0,-10.0,-18.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.7187045,1488.0,1622536405.0,718396663.0,posttest-4,,,1110.0,736.0,-7.0,-11.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.7813606,1489.0,1622536405.0,781031370.0,posttest-4,,,1101.0,728.0,-9.0,-8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.8346634,1490.0,1622536405.0,834362268.0,posttest-4,,,1093.0,724.0,-8.0,-4.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.9215388,1491.0,1622536405.0,921092033.0,posttest-4,,,1084.0,721.0,-9.0,-3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536405.9748726,1492.0,1622536405.0,974515199.0,posttest-4,,,1073.0,716.0,-11.0,-5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536406.0627575,1493.0,1622536406.0,62374830.0,posttest-4,,,1068.0,714.0,-5.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536411.086779,1494.0,1622536411.0,86499691.0,posttest-4,,,1064.0,712.0,-4.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536411.0882218,1495.0,1622536411.0,87951898.0,posttest-4,,,1058.0,710.0,-6.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536411.0887182,1496.0,1622536411.0,88565111.0,posttest-4,,,1057.0,710.0,-1.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.526548,1497.0,1622536416.0,526259422.0,posttest-4,,,1066.0,409.0,7.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5307152,1498.0,1622536416.0,530534505.0,posttest-4,,,1085.0,411.0,19.0,2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5331843,1499.0,1622536416.0,533020496.0,posttest-4,,,1112.0,427.0,27.0,16.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5408278,1500.0,1622536416.0,540580272.0,posttest-4,,,1118.0,435.0,6.0,8.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.544556,1501.0,1622536416.0,544367551.0,posttest-4,,,1128.0,445.0,10.0,10.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5461173,1502.0,1622536416.0,545973777.0,posttest-4,,,1144.0,466.0,16.0,21.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.546751,1503.0,1622536416.0,546517133.0,posttest-4,,,1157.0,484.0,13.0,18.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.547286,1504.0,1622536416.0,547058105.0,posttest-4,,,1167.0,497.0,10.0,13.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.547743,1505.0,1622536416.0,547604322.0,posttest-4,,,1177.0,509.0,10.0,12.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.54835,1506.0,1622536416.0,548134803.0,posttest-4,,,1191.0,522.0,14.0,13.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5486703,1507.0,1622536416.0,548548936.0,posttest-4,,,1200.0,531.0,9.0,9.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5490234,1508.0,1622536416.0,548897743.0,posttest-4,,,1211.0,543.0,11.0,12.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5493374,1509.0,1622536416.0,549219846.0,posttest-4,,,1216.0,547.0,5.0,4.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.549801,1510.0,1622536416.0,549604654.0,posttest-4,,,1222.0,552.0,6.0,5.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.550177,1511.0,1622536416.0,550036907.0,posttest-4,,,1226.0,554.0,4.0,2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.550547,1512.0,1622536416.0,550409793.0,posttest-4,,,1231.0,557.0,5.0,3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5564306,1513.0,1622536416.0,556099891.0,posttest-4,,,1234.0,557.0,3.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5587573,1514.0,1622536416.0,558564186.0,posttest-4,,,1237.0,557.0,3.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.56367,1515.0,1622536416.0,563485383.0,posttest-4,,,1239.0,557.0,2.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.565387,1516.0,1622536416.0,565238475.0,posttest-4,,,1243.0,557.0,4.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5657609,1517.0,1622536416.0,565659761.0,posttest-4,,,1245.0,557.0,2.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5692232,1518.0,1622536416.0,569083452.0,posttest-4,,,1249.0,558.0,4.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.569832,1519.0,1622536416.0,569564342.0,posttest-4,,,1255.0,558.0,6.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5702057,1520.0,1622536416.0,570067405.0,posttest-4,,,1262.0,559.0,7.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.570764,1521.0,1622536416.0,570549011.0,posttest-4,,,1267.0,559.0,5.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5711555,1522.0,1622536416.0,571023464.0,posttest-4,,,1271.0,558.0,4.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.571628,1523.0,1622536416.0,571501970.0,posttest-4,,,1273.0,558.0,2.0,0.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5721931,1524.0,1622536416.0,571979045.0,posttest-4,,,1275.0,556.0,2.0,-2.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5728676,1525.0,1622536416.0,572465419.0,posttest-4,,,1275.0,555.0,0.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5731895,1526.0,1622536416.0,572997808.0,posttest-4,,,1275.0,554.0,0.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.573593,1527.0,1622536416.0,573473453.0,posttest-4,,,1275.0,551.0,0.0,-3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.5741556,1528.0,1622536416.0,573892116.0,posttest-4,,,1271.0,548.0,-4.0,-3.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.8584626,1529.0,1622536416.0,858173370.0,posttest-4,,,1269.0,547.0,-2.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536416.9119208,1530.0,1622536416.0,911495685.0,posttest-4,,,1269.0,543.0,0.0,-4.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536421.731987,1531.0,1622536421.0,731676578.0,posttest-4,,,1442.0,660.0,22.0,-1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
,1622536421.7790558,1532.0,1622536421.0,778743505.0,posttest-4,,,1429.0,645.0,-13.0,-15.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,
